ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0030198	extracellular matrix organization	17/149	331/18860	0.0513595166163142	6.50094284150125	9.01008947274536	1.11302566249111e-09	1.89442441652688e-08	8.01397683648693e-09	PPARG/DPP4/TNF/MMP1/CYP1B1/HAS2/STAT3/RB1/MMP3/MMP2/MMP9/IL6/CAV1/COL1A1/COL3A1/MMP10/APP	17
BP	GO:0014812	muscle cell migration	11/149	110/18860	0.1	12.6577181208054	10.942416006146	1.12558381403195e-09	1.90797942027538e-08	8.07131852038379e-09	BCL2/PLAU/PPARD/HAS2/GSTP1/ADIPOQ/PLAT/SERPINE1/NFE2L2/IGFBP3/MDM2	11
BP	GO:0009743	response to carbohydrate	15/149	247/18860	0.0607287449392713	7.68687335271581	9.43989906998551	1.14971883361912e-09	1.94096842114642e-08	8.21087177282973e-09	CASP3/PPARD/NCF1/TNF/ICAM1/GSTP1/BAD/CAT/PPARA/SREBF1/ADIPOQ/HIF1A/IL1B/PRKCB/COL1A1	15
BP	GO:0043062	extracellular structure organization	17/149	332/18860	0.0512048192771084	6.48136168836419	8.99181153975792	1.16526628674171e-09	1.95572417025887e-08	8.27329296554691e-09	PPARG/DPP4/TNF/MMP1/CYP1B1/HAS2/STAT3/RB1/MMP3/MMP2/MMP9/IL6/CAV1/COL1A1/COL3A1/MMP10/APP	17
BP	GO:0014823	response to activity	10/149	84/18860	0.119047619047619	15.0687120485778	11.5317816507077	1.17062386568203e-09	1.95572417025887e-08	8.27329296554691e-09	PPARD/TNF/CAT/ADIPOQ/FOS/MMP2/IL10/IL6/HIF1A/HSF1	10
BP	GO:0070665	positive regulation of leukocyte proliferation	13/149	173/18860	0.0751445086705202	9.5115800907786	10.0361562452506	1.17258684901146e-09	1.95572417025887e-08	8.27329296554691e-09	BCL2/IL4/VCAM1/MAPK3/MAPK1/BCL2L1/CDKN1A/IL6/IL1B/IL2RA/IL1A/IGF2/CD40LG	13
BP	GO:0045229	external encapsulating structure organization	17/149	333/18860	0.0510510510510511	6.46189813975049	8.97360869527453	1.21976098068987e-09	2.02626694112202e-08	8.57170979693221e-09	PPARG/DPP4/TNF/MMP1/CYP1B1/HAS2/STAT3/RB1/MMP3/MMP2/MMP9/IL6/CAV1/COL1A1/COL3A1/MMP10/APP	17
BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	11/149	111/18860	0.0990990990990991	12.5436846242215	10.8848100140433	1.24101373568182e-09	2.03712649971803e-08	8.61764894883696e-09	BCL2/BAX/CASP9/TNF/BAD/BCL2L1/CDKN1A/TP53/MYC/E2F1/MCL1	11
BP	GO:0045639	positive regulation of myeloid cell differentiation	11/149	111/18860	0.0990990990990991	12.5436846242215	10.8848100140433	1.24101373568182e-09	2.03712649971803e-08	8.61764894883696e-09	CASP8/PRKCA/MAPK14/TNF/STAT1/STAT3/RB1/FOS/HIF1A/IFNG/HSF1	11
BP	GO:0046545	development of primary female sexual characteristics	11/149	111/18860	0.0990990990990991	12.5436846242215	10.8848100140433	1.24101373568182e-09	2.03712649971803e-08	8.61764894883696e-09	BCL2/BAX/CASP3/ESR1/KDR/INSR/SOD1/CYP19A1/BCL2L1/MMP2/NOS3	11
BP	GO:1904951	positive regulation of establishment of protein localization	17/149	334/18860	0.0508982035928144	6.44255113933207	8.95548038664154	1.27659833837586e-09	2.08728854302163e-08	8.82984926129012e-09	HSP90AA1/PRKCA/RXRA/PPARG/MAPK14/GSK3B/PPARD/TNF/MAPK8/BAD/HIF1A/IL1B/PRKCB/IFNG/IL1A/MDM2/APP	17
BP	GO:0032370	positive regulation of lipid transport	10/149	85/18860	0.117647058823529	14.8914330833004	11.4543515031918	1.31781987390293e-09	2.14623762208582e-08	9.07922133970685e-09	PON1/RXRA/PPARG/CYP19A1/ADIPOQ/CES1/CAV1/IL1B/SPP1/PTGES	10
BP	GO:0002696	positive regulation of leukocyte activation	18/149	381/18860	0.047244094488189	5.98002430904191	8.76311846684334	1.32499510215338e-09	2.1494940075168e-08	9.09299681535361e-09	BCL2/DPP4/IL4/AKT1/TNF/VCAM1/BAD/CDKN1A/IL10/IL6/CAV1/IL1B/CCL2/IL2RA/IFNG/IL1A/IGF2/CD40LG	18
BP	GO:0030879	mammary gland development	12/149	142/18860	0.0845070422535211	10.6966632006806	10.350008991674	1.36475997470086e-09	2.20034734243689e-08	9.30812149626059e-09	BAX/ESR1/AR/AKT1/MAPK1/CYP19A1/PPARA/CCND1/EGF/HIF1A/CAV1/HK2	12
BP	GO:1904659	D-glucose transmembrane transport	11/149	112/18860	0.0982142857142857	12.4316874400767	10.827940126401	1.36693863315367e-09	2.20034734243689e-08	9.30812149626059e-09	MAPK14/PPARD/AKT1/TNF/SLC2A4/INSR/ADIPOQ/IL1B/PRKCB/NFE2L2/HK2	11
BP	GO:0015833	peptide transport	16/149	292/18860	0.0547945205479452	6.93573595660568	9.12194397897013	1.39515776522967e-09	2.23710046293391e-08	9.46359809050323e-09	PRKCA/NOS2/PPARD/TNF/ALOX5/BAD/SREBF1/ABCC1/CA2/IL6/HIF1A/GJA1/IL1B/PRKCB/IFNG/DRD2	16
BP	GO:0050670	regulation of lymphocyte proliferation	15/149	254/18860	0.0590551181102362	7.47503038630238	9.27120375834676	1.68850575564713e-09	2.69706323200097e-08	1.14093769480771e-08	BCL2/CASP3/IL4/VCAM1/AHR/CDKN1A/IL10/IL6/IL1B/IL2RA/IL1A/IGF2/CD40LG/IRF1/CTNNB1	15
BP	GO:0050796	regulation of insulin secretion	13/149	179/18860	0.0726256983240224	9.19275617712122	9.82789370031356	1.78226920758558e-09	2.83592491153369e-08	1.19968030145608e-08	PRKCA/NOS2/PPARD/TNF/ALOX5/BAD/SREBF1/IL6/HIF1A/IL1B/PRKCB/IFNG/DRD2	13
BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	11/149	115/18860	0.0956521739130435	12.1073825503356	10.6615879183962	1.81629682519006e-09	2.87903844084516e-08	1.21791860234721e-08	PTGS2/BCL2/AKT1/BCL2L1/MMP9/IL10/HIF1A/HSPB1/NFE2L2/CTNNB1/MDM2	11
BP	GO:0090087	regulation of peptide transport	14/149	217/18860	0.0645161290322581	8.1662697553583	9.47477890008503	1.93648440533862e-09	3.05787822637692e-08	1.29357313288379e-08	PRKCA/NOS2/PPARD/TNF/ALOX5/BAD/SREBF1/CA2/IL6/HIF1A/IL1B/PRKCB/IFNG/DRD2	14
BP	GO:0030098	lymphocyte differentiation	19/149	441/18860	0.0430839002267574	5.45343864615197	8.44472884878594	2.0588997846207e-09	3.21971034167888e-08	1.36203291476347e-08	BCL2/BAX/IL4/VCAM1/BAD/SOD1/STAT3/FOSL2/IL10/IL6/TP53/IL1B/IL2RA/IFNG/IL1A/RUNX2/CD40LG/IRF1/CTNNB1	19
BP	GO:0010573	vascular endothelial growth factor production	9/149	65/18860	0.138461538461538	17.5260712441921	11.9099269862027	2.06222718730215e-09	3.21971034167888e-08	1.36203291476347e-08	PTGS2/RELA/TNF/CYP1B1/STAT3/IL6/HIF1A/IL1B/IL1A	9
BP	GO:0032757	positive regulation of interleukin-8 production	9/149	65/18860	0.138461538461538	17.5260712441921	11.9099269862027	2.06222718730215e-09	3.21971034167888e-08	1.36203291476347e-08	NOS2/RELA/TNF/ADIPOQ/STAT3/IL6/F3/IL1B/SERPINE1	9
BP	GO:0014910	regulation of smooth muscle cell migration	10/149	89/18860	0.112359550561798	14.2221551919161	11.1572589770259	2.08470621076584e-09	3.24261606491031e-08	1.37172271467305e-08	BCL2/PLAU/PPARD/HAS2/GSTP1/ADIPOQ/SERPINE1/NFE2L2/IGFBP3/MDM2	10
BP	GO:0051251	positive regulation of lymphocyte activation	17/149	346/18860	0.0491329479768786	6.21911005935524	8.7435609146202	2.17820977567582e-09	3.37541238745584e-08	1.42789949552354e-08	BCL2/DPP4/IL4/AKT1/VCAM1/BAD/CDKN1A/IL10/IL6/CAV1/IL1B/CCL2/IL2RA/IFNG/IL1A/IGF2/CD40LG	17
BP	GO:0042178	xenobiotic catabolic process	7/149	29/18860	0.241379310344828	30.5531127053923	14.2124680824565	2.24947269409793e-09	3.47288479501439e-08	1.46913321324572e-08	CYP3A4/CYP1A2/CYP1A1/NR1I2/CYP1B1/GSTM1/GSTM2	7
BP	GO:0009615	response to virus	19/149	445/18860	0.0426966292134831	5.40441897292814	8.39047859406351	2.38847895644481e-09	3.6738344837464e-08	1.55414088822861e-08	HSP90AA1/BCL2/BAX/MAPK14/RELA/IKBKB/TNF/STAT1/APOB/BCL2L1/IL6/ODC1/HIF1A/IL1B/HSPB1/IFNG/CXCL10/CHUK/IRF1	19
BP	GO:0051052	regulation of DNA metabolic process	20/149	497/18860	0.0402414486921529	5.09364914318123	8.25317321270949	2.42057488911649e-09	3.70946402749107e-08	1.56921324138102e-08	HSP90AA1/BAX/CCNA2/CDK2/IL4/AKT1/TNF/MAPK3/MAPK1/ADIPOQ/EGFR/CDKN1A/IL10/IL6/TP53/MYC/PARP1/HSF1/CTNNB1/PCNA	20
BP	GO:0034349	glial cell apoptotic process	6/149	17/18860	0.352941176470588	44.6742992499013	16.0760499603129	2.53151095203987e-09	3.86520771464028e-08	1.63509743767591e-08	CASP9/CASP3/PRKCA/RB1/TP53/CCL2	6
BP	GO:0008645	hexose transmembrane transport	11/149	119/18860	0.092436974789916	11.7004117083075	10.449164188457	2.61975278626129e-09	3.98528693089492e-08	1.68589450559865e-08	MAPK14/PPARD/AKT1/TNF/SLC2A4/INSR/ADIPOQ/IL1B/PRKCB/NFE2L2/HK2	11
BP	GO:2000351	regulation of endothelial cell apoptotic process	9/149	67/18860	0.134328358208955	17.0029049383953	11.7096020260079	2.72166430289643e-09	4.1252087043536e-08	1.74508556340152e-08	KDR/IL4/TNF/ICAM1/F3/CCL2/SERPINE1/NFE2L2/CD40LG	9
BP	GO:0050820	positive regulation of coagulation	7/149	30/18860	0.233333333333333	29.5346756152125	13.9576521989543	2.91478317396346e-09	4.40185255326191e-08	1.8621141119024e-08	PLAU/F7/F3/PLAT/THBD/SERPINE1/NFE2L2	7
BP	GO:0002687	positive regulation of leukocyte migration	12/149	152/18860	0.0789473684210526	9.99293535853055	9.933757413463	2.98176878341627e-09	4.4866977382347e-08	1.89800614016848e-08	F7/TNF/ICAM1/SELE/MAPK3/MAPK1/IL6/CCL2/CXCL8/SERPINE1/CXCL10/APP	12
BP	GO:0006953	acute-phase response	8/149	47/18860	0.170212765957447	21.5450521205198	12.5843594211992	3.04400639336871e-09	4.5638117515019e-08	1.93062765363192e-08	PTGS2/TNF/STAT3/IL6/IL1B/PTGER3/IL1A/PTGES	8
BP	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	17/149	354/18860	0.0480225988700565	6.07856519925682	8.60776396309589	3.07308395591774e-09	4.59083369385841e-08	1.94205873624639e-08	PRKCA/KDR/GSK3B/PPARD/AKT1/TNF/INSR/CAT/PPARA/STAT3/MMP3/EGFR/EGF/IL1B/IGF2/APP/DRD2	17
BP	GO:0040014	regulation of multicellular organism growth	9/149	68/18860	0.132352941176471	16.752862218713	11.6126515306878	3.11589379204327e-09	4.63810283812033e-08	1.96205498544434e-08	ADRB2/BCL2/SOD1/STAT3/FOSL2/HSF1/IGF2/APP/DRD2	9
BP	GO:0015749	monosaccharide transmembrane transport	11/149	122/18860	0.0901639344262295	11.4126966662999	10.2964017606765	3.4172145190326e-09	5.06846139197943e-08	2.1441094106261e-08	MAPK14/PPARD/AKT1/TNF/SLC2A4/INSR/ADIPOQ/IL1B/PRKCB/NFE2L2/HK2	11
BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	10/149	95/18860	0.105263157894737	13.3239138113741	10.7458342065261	3.97899708398536e-09	5.88070280775487e-08	2.48771160635758e-08	PPARG/TNF/GSTP1/ADIPOQ/CDKN1A/MMP2/MMP9/IL10/GJA1/MDM2	10
BP	GO:0030193	regulation of blood coagulation	9/149	70/18860	0.128571428571429	16.274209012464	11.4247925838021	4.05724546371092e-09	5.97508525205371e-08	2.5276381780267e-08	PLAU/F7/CAV1/F3/NOS3/PLAT/THBD/SERPINE1/NFE2L2	9
BP	GO:0010883	regulation of lipid storage	8/149	49/18860	0.163265306122449	20.6656622380496	12.2999866244219	4.30778344205802e-09	6.32163414659611e-08	2.67423863299046e-08	PPARG/PPARD/TNF/APOB/PPARA/CES1/IL6/NFKBIA	8
BP	GO:0031099	regeneration	13/149	194/18860	0.0670103092783505	8.48197606033349	9.34750085546137	4.75051106692435e-09	6.94678607779465e-08	2.93869643094764e-08	BCL2/CCNA2/PPARD/F7/TNF/GSTP1/CCND1/CDKN1A/MMP2/IL10/IL6/SPP1/PCNA	13
BP	GO:0002688	regulation of leukocyte chemotaxis	11/149	126/18860	0.0873015873015873	11.0503888356237	10.1008249334539	4.81597409022857e-09	6.99326587297876e-08	2.95835876208741e-08	DPP4/F7/MAPK3/MAPK1/CYP19A1/IL6/CCL2/CXCL8/SERPINE1/CXCL10/APP	11
BP	GO:0046660	female sex differentiation	11/149	126/18860	0.0873015873015873	11.0503888356237	10.1008249334539	4.81597409022857e-09	6.99326587297876e-08	2.95835876208741e-08	BCL2/BAX/CASP3/ESR1/KDR/INSR/SOD1/CYP19A1/BCL2L1/MMP2/NOS3	11
BP	GO:1990874	vascular associated smooth muscle cell proliferation	10/149	97/18860	0.103092783505155	13.0491939389746	10.6168745956715	4.88609366845022e-09	7.07036481013024e-08	2.99097389790699e-08	PPARG/TNF/GSTP1/ADIPOQ/CDKN1A/MMP2/MMP9/IL10/GJA1/MDM2	10
BP	GO:1900046	regulation of hemostasis	9/149	72/18860	0.125	15.8221476510067	11.2445239220369	5.23929403411908e-09	7.55513476517241e-08	3.19604595867863e-08	PLAU/F7/CAV1/F3/NOS3/PLAT/THBD/SERPINE1/NFE2L2	9
BP	GO:0009267	cellular response to starvation	13/149	196/18860	0.0663265306122449	8.39542528420764	9.28737093769597	5.37844036878595e-09	7.72894908358756e-08	3.26957456765753e-08	BCL2/AKT1/MAPK8/MAPK3/MAPK1/PPARA/SREBF1/FOS/CDKN1A/TP53/HSPA5/CAV1/NFE2L2	13
BP	GO:0071674	mononuclear cell migration	14/149	235/18860	0.0595744680851064	7.54076824218192	9.00364818304055	5.41295212027401e-09	7.75172074327516e-08	3.27920765471409e-08	AKT1/TNF/ICAM1/ALOX5/MAPK3/MAPK1/CYP19A1/MMP2/IL6/CCL2/SERPINE1/CXCL11/CXCL10/APP	14
BP	GO:0090068	positive regulation of cell cycle process	15/149	278/18860	0.0539568345323741	6.82970402201729	8.73829377062455	5.77668359262167e-09	8.24418108596488e-08	3.48753297742289e-08	AKT1/TNF/CYP1A1/INSR/CCND1/RB1/CDK4/EGFR/EGF/IL1B/BIRC5/IL1A/IGF2/MDM2/DRD2	15
BP	GO:0043279	response to alkaloid	10/149	100/18860	0.1	12.6577181208054	10.4304032277216	6.59101835866932e-09	9.37414357655949e-08	3.96554060584683e-08	HSP90AA1/SLC6A4/CASP3/CCNA2/RELA/GSTM2/BCL2L1/MYC/MDM2/DRD2	10
BP	GO:0043410	positive regulation of MAPK cascade	19/149	474/18860	0.040084388185654	5.07376886698949	8.01578191518668	6.69241897151765e-09	9.48587576406581e-08	4.01280663318231e-08	ADRB2/PRKCA/KDR/AR/TNF/ICAM1/INSR/MAPK3/SOD1/EGFR/EGF/IL6/IL1B/IGFBP3/IGF2/CTNNB1/APP/XIAP/DRD2	19
BP	GO:0097696	cell surface receptor signaling pathway via STAT	12/149	165/18860	0.0727272727272727	9.20561317876754	9.44700711519213	7.58115343576919e-09	1.07090238839284e-07	4.53023454504074e-08	PPARG/IL4/TNF/STAT1/CYP1B1/STAT3/IL10/EGF/IL6/CAV1/CCL2/IFNG	12
BP	GO:0002761	regulation of myeloid leukocyte differentiation	11/149	132/18860	0.0833333333333333	10.5480984340045	9.8234065475597	7.87939062138543e-09	1.10925794069877e-07	4.69248990083579e-08	CASP8/PRKCA/IL4/TNF/ADIPOQ/RB1/FOS/MYC/IFNG/HSF1/CTNNB1	11
BP	GO:0070371	ERK1 and ERK2 cascade	16/149	331/18860	0.0483383685800604	6.11853443906	8.38373613289045	8.39096947256169e-09	1.17728703444421e-07	4.98027313289668e-08	PRKCA/KDR/TNF/ICAM1/GSTP1/MAPK3/MAPK1/HMGCR/ADIPOQ/EGFR/EGF/MYC/IL1B/IL1A/APP/DRD2	16
BP	GO:0006801	superoxide metabolic process	9/149	76/18860	0.118421052631579	14.9894030377958	10.9047547813456	8.53801245296691e-09	1.18987804420039e-07	5.03353683645418e-08	NOS2/NCF1/GSTP1/SOD1/NOS3/MPO/NFE2L2/NQO1/APP	9
BP	GO:0050818	regulation of coagulation	9/149	76/18860	0.118421052631579	14.9894030377958	10.9047547813456	8.53801245296691e-09	1.18987804420039e-07	5.03353683645418e-08	PLAU/F7/CAV1/F3/NOS3/PLAT/THBD/SERPINE1/NFE2L2	9
BP	GO:0009408	response to heat	10/149	103/18860	0.0970873786407767	12.2890467192285	10.2517535803439	8.80327225378474e-09	1.22274212943037e-07	5.17256165871035e-08	HSP90AA1/GSK3B/AKT1/HMOX1/SOD1/NOS3/HSPB1/IL1A/HSF1/CXCL10	10
BP	GO:0034219	carbohydrate transmembrane transport	11/149	134/18860	0.082089552238806	10.3906641290193	9.73487013614038	9.23285936270368e-09	1.27813549777695e-07	5.40689202679033e-08	MAPK14/PPARD/AKT1/TNF/SLC2A4/INSR/ADIPOQ/IL1B/PRKCB/NFE2L2/HK2	11
BP	GO:0010743	regulation of macrophage derived foam cell differentiation	7/149	35/18860	0.2	25.3154362416107	12.8485038928649	9.31527415892271e-09	1.28526025189389e-07	5.43703184865956e-08	PPARG/TNF/APOB/PPARA/ADIPOQ/NFKBIA/IL1B	7
BP	GO:0032602	chemokine production	10/149	104/18860	0.0961538461538462	12.1708828084667	10.1938448283211	9.67456328044485e-09	1.32602182520421e-07	5.60946538650772e-08	TNF/HMOX1/GSTP1/ADIPOQ/IL10/IL6/HIF1A/IL1B/IFNG/APP	10
BP	GO:0032642	regulation of chemokine production	10/149	104/18860	0.0961538461538462	12.1708828084667	10.1938448283211	9.67456328044485e-09	1.32602182520421e-07	5.60946538650772e-08	TNF/HMOX1/GSTP1/ADIPOQ/IL10/IL6/HIF1A/IL1B/IFNG/APP	10
BP	GO:0006805	xenobiotic metabolic process	11/149	135/18860	0.0814814814814815	10.3136962465822	9.69129929536629	9.98445516275292e-09	1.35952269806272e-07	5.75118400919228e-08	CYP3A4/CYP1A2/CYP1A1/NR1I2/CYP1B1/GSTP1/AHR/GSTM1/GSTM2/ABCC1/NQO1	11
BP	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	11/149	135/18860	0.0814814814814815	10.3136962465822	9.69129929536629	9.98445516275292e-09	1.35952269806272e-07	5.75118400919228e-08	IL4/TNF/STAT1/CYP1B1/STAT3/IL10/EGF/IL6/CAV1/CCL2/IFNG	11
BP	GO:0032637	interleukin-8 production	10/149	105/18860	0.0952380952380952	12.0549696388623	10.1367242974851	1.06213288372948e-08	1.4368201518334e-07	6.07817515153269e-08	NOS2/RELA/TNF/ADIPOQ/STAT3/IL10/IL6/F3/IL1B/SERPINE1	10
BP	GO:0032677	regulation of interleukin-8 production	10/149	105/18860	0.0952380952380952	12.0549696388623	10.1367242974851	1.06213288372948e-08	1.4368201518334e-07	6.07817515153269e-08	NOS2/RELA/TNF/ADIPOQ/STAT3/IL10/IL6/F3/IL1B/SERPINE1	10
BP	GO:0042113	B cell activation	15/149	291/18860	0.0515463917525773	6.5245969694873	8.47533361387848	1.06909804456407e-08	1.44089020922869e-07	6.09539270078115e-08	BCL2/BAX/CASP3/CASP8/IL4/VCAM1/AHR/BAD/FOSL2/CDKN1A/IL10/IL6/TP53/PRKCB/CD40LG	15
BP	GO:0016485	protein processing	14/149	248/18860	0.0564516129032258	7.14548603593852	8.69339713629037	1.07634345277976e-08	1.44089020922869e-07	6.09539270078115e-08	CASP9/CASP3/CASP8/PLAU/DPP4/F7/BACE1/MYC/F3/PLAT/THBD/SERPINE1/PARP1/MDM2	14
BP	GO:0010595	positive regulation of endothelial cell migration	11/149	136/18860	0.0808823529411765	10.237860244769	9.64818207780419	1.07901963657627e-08	1.44089020922869e-07	6.09539270078115e-08	PTGS2/PRKCA/KDR/AKT1/HMOX1/EGF/HIF1A/NOS3/HSPB1/NFE2L2/MET	11
BP	GO:0021782	glial cell development	11/149	136/18860	0.0808823529411765	10.237860244769	9.64818207780419	1.07901963657627e-08	1.44089020922869e-07	6.09539270078115e-08	AKT1/TNF/GSTP1/MAPK3/MAPK1/LDLR/SOD1/IL6/IL1B/IFNG/APP	11
BP	GO:0031100	animal organ regeneration	8/149	55/18860	0.145454545454545	18.4112263575351	11.539261161889	1.11747650945139e-08	1.48746152043321e-07	6.29240315207275e-08	CCNA2/F7/TNF/GSTP1/CCND1/IL10/IL6/PCNA	8
BP	GO:0071392	cellular response to estradiol stimulus	7/149	36/18860	0.194444444444444	24.6122296793438	12.654245546827	1.14877062224897e-08	1.52423143584664e-07	6.44795079379027e-08	ESR1/CCNA2/ESR2/EGFR/MMP2/IL10/HSF1	7
BP	GO:0008286	insulin receptor signaling pathway	11/149	137/18860	0.0802919708029197	10.1631313378729	9.60551028788148	1.16534754846098e-08	1.54130202826702e-07	6.5201644598772e-08	GSK3B/RELA/AKT1/INSR/MAPK3/MAPK1/SREBF1/IL1B/PRKCB/CTSD/IGF2	11
BP	GO:0009306	protein secretion	17/149	388/18860	0.0438144329896907	5.54590742406421	8.07390165488954	1.20442571213241e-08	1.58376809701124e-07	6.69980851866566e-08	PRKCA/NOS2/PPARG/PPARD/TNF/ALOX5/BAD/MTTP/HMGCR/SREBF1/IL6/HIF1A/IL1B/PRKCB/IFNG/IL1A/DRD2	17
BP	GO:0032371	regulation of sterol transport	9/149	79/18860	0.113924050632911	14.4201852009175	10.6663704660643	1.20889594691202e-08	1.58376809701124e-07	6.69980851866566e-08	PON1/RXRA/PPARG/MAPK3/ADIPOQ/CES1/EGF/NFKBIA/CAV1	9
BP	GO:0032374	regulation of cholesterol transport	9/149	79/18860	0.113924050632911	14.4201852009175	10.6663704660643	1.20889594691202e-08	1.58376809701124e-07	6.69980851866566e-08	PON1/RXRA/PPARG/MAPK3/ADIPOQ/CES1/EGF/NFKBIA/CAV1	9
BP	GO:0008643	carbohydrate transport	11/149	138/18860	0.0797101449275362	10.089485458613	9.5632759371862	1.25778654248352e-08	1.63748824794172e-07	6.92706068109224e-08	MAPK14/PPARD/AKT1/TNF/SLC2A4/INSR/ADIPOQ/IL1B/PRKCB/NFE2L2/HK2	11
BP	GO:0045931	positive regulation of mitotic cell cycle	11/149	138/18860	0.0797101449275362	10.089485458613	9.5632759371862	1.25778654248352e-08	1.63748824794172e-07	6.92706068109224e-08	PRKCA/AKT1/CYP1A1/CCND1/RB1/CDK4/EGFR/BIRC5/HSF1/MDM2/APP	11
BP	GO:0090276	regulation of peptide hormone secretion	13/149	211/18860	0.0616113744075829	7.79859410286587	8.86209765671784	1.30592959293453e-08	1.69485174983035e-07	7.16972529805177e-08	PRKCA/NOS2/PPARD/TNF/ALOX5/BAD/SREBF1/IL6/HIF1A/IL1B/PRKCB/IFNG/DRD2	13
BP	GO:0035592	establishment of protein localization to extracellular region	17/149	391/18860	0.0434782608695652	5.50335570469799	8.02984024276444	1.34931432716895e-08	1.73902098087789e-07	7.356574238243e-08	PRKCA/NOS2/PPARG/PPARD/TNF/ALOX5/BAD/MTTP/HMGCR/SREBF1/IL6/HIF1A/IL1B/PRKCB/IFNG/IL1A/DRD2	17
BP	GO:0010827	regulation of D-glucose transmembrane transport	9/149	80/18860	0.1125	14.239932885906	10.5897802537434	1.35304621282294e-08	1.73902098087789e-07	7.356574238243e-08	MAPK14/AKT1/TNF/INSR/ADIPOQ/IL1B/PRKCB/NFE2L2/HK2	9
BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	9/149	80/18860	0.1125	14.239932885906	10.5897802537434	1.35304621282294e-08	1.73902098087789e-07	7.356574238243e-08	PTGS2/PRKCA/KDR/AKT1/HMOX1/HIF1A/NOS3/HSPB1/NFE2L2	9
BP	GO:0061041	regulation of wound healing	11/149	139/18860	0.079136690647482	10.016899232292	9.52147123776767	1.35671273249323e-08	1.73902098087789e-07	7.356574238243e-08	PLAU/F7/TNF/ALOX5/CAV1/F3/NOS3/PLAT/THBD/SERPINE1/NFE2L2	11
BP	GO:1902105	regulation of leukocyte differentiation	16/149	343/18860	0.0466472303206997	5.90447492515702	8.18009279420695	1.38660809909317e-08	1.77187182631813e-07	7.49554305226396e-08	CASP8/PRKCA/IL4/TNF/BAD/SOD1/ADIPOQ/RB1/FOS/IL10/MYC/IL2RA/IFNG/HSF1/IRF1/CTNNB1	16
BP	GO:0010507	negative regulation of autophagy	10/149	108/18860	0.0925925925925926	11.7201093711161	9.96991055107556	1.39723298926813e-08	1.77997196454924e-07	7.52980903806426e-08	BCL2/AKT1/HMOX1/MAPK3/STAT3/BCL2L1/IL10/TP53/MCL1/MET	10
BP	GO:1901099	negative regulation of signal transduction in absence of ligand	7/149	37/18860	0.189189189189189	23.9470342826048	12.467717994287	1.40749592491508e-08	1.78211298054035e-07	7.53886617035711e-08	BCL2/AKT1/TNF/BCL2L1/IL1B/IL1A/MCL1	7
BP	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	7/149	37/18860	0.189189189189189	23.9470342826048	12.467717994287	1.40749592491508e-08	1.78211298054035e-07	7.53886617035711e-08	BCL2/AKT1/TNF/BCL2L1/IL1B/IL1A/MCL1	7
BP	GO:0030073	insulin secretion	13/149	213/18860	0.0610328638497653	7.72536786715821	8.80856829624195	1.46183774176676e-08	1.84529244424236e-07	7.80613402978315e-08	PRKCA/NOS2/PPARD/TNF/ALOX5/BAD/SREBF1/IL6/HIF1A/IL1B/PRKCB/IFNG/DRD2	13
BP	GO:0009266	response to temperature stimulus	12/149	175/18860	0.0685714285714286	8.67957813998082	9.10780664279337	1.47068464030077e-08	1.8508343367179e-07	7.82957787770967e-08	HSP90AA1/ADRB2/GSK3B/AKT1/HMOX1/SOD1/NFKBIA/NOS3/HSPB1/IL1A/HSF1/CXCL10	12
BP	GO:0010874	regulation of cholesterol efflux	8/149	57/18860	0.140350877192982	17.7652184151654	11.3119385080775	1.49651368325391e-08	1.87199437546792e-07	7.91909111398473e-08	PON1/RXRA/PPARG/MAPK3/ADIPOQ/CES1/EGF/CAV1	8
BP	GO:0048146	positive regulation of fibroblast proliferation	8/149	57/18860	0.140350877192982	17.7652184151654	11.3119385080775	1.49651368325391e-08	1.87199437546792e-07	7.91909111398473e-08	ESR1/CCNA2/CDK4/FOSL2/EGFR/CDKN1A/MYC/E2F1	8
BP	GO:0002791	regulation of peptide secretion	13/149	215/18860	0.0604651162790698	7.65350398002185	8.75573123795818	1.63437195506251e-08	2.03830232113351e-07	8.6226230219672e-08	PRKCA/NOS2/PPARD/TNF/ALOX5/BAD/SREBF1/IL6/HIF1A/IL1B/PRKCB/IFNG/DRD2	13
BP	GO:0001676	long-chain fatty acid metabolic process	10/149	110/18860	0.0909090909090909	11.5070164734594	9.86231988495529	1.6696166770399e-08	2.06465514232524e-07	8.73410326724072e-08	PTGS1/PTGS2/CYP3A4/CYP1A2/CYP1A1/CYP1B1/ALOX5/GSTP1/GSTM1/GSTM2	10
